date,rocket_name,launch_site,orbit,payload_mass,satellite_name,outcome
2023-01-19,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5331                ,Success
2023-01-19,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5332                ,Success
2023-01-19,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5337                ,Success
2023-01-19,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5338                ,Success
2023-01-19,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5341                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5344                ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5359 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5360 ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5362                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5363                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5364                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5365                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5366                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5367,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5368 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5369 ,Success
2023-03-29,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5370                ,Success
2023-03-29,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5370                ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5372 ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5373                ,Success
2023-03-29,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5374                ,Success
2023-03-29,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5374                ,Failure
2023-03-29,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5375                ,Success
2023-03-29,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5376                ,Success
2023-03-29,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5376                ,Success
2023-03-29,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5377                ,Success
2023-03-29,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5378                ,Failure
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5379 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5380 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5381 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5382 ,Failure
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5383 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5384 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5385 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5386 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5387 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5388 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5389 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5390 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5391 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5392 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5393 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5394 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5395 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5396 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5397 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5398 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5399 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5400 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5401 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5402 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5403 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5404 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5405 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5406 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5407 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5408 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5409 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5410 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5411 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5412 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5413 ,Failure
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5414 ,Failure
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5415 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5416 ,Failure
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5417 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5418 ,Failure
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5419 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5420 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5421 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5422 ,Failure
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5423                ,Failure
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5424 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5425 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5426 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5427 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5428 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5429 ,Failure
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5430 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5431 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5432 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5433 ,Success
2022-12-28,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5434 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5435 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5436 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5437 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5438 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5439 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5440 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5441 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5442 ,Failure
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5443 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5444 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5445 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5446 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5447 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5448 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5449 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5450 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5451 ,Failure
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5452 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5453 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5454 ,Failure
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5455                ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5456                ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5458 ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5459                ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5460                ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5461                ,Failure
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5462                ,Success
2022-08-19,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5463,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5463                ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5464,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5465 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5466 ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5467                ,Failure
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5468 ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5469                ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5470 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5471 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5472 ,Success
2022-12-17,Falcon 9,Cape Canaveral,LEO,260.0,Starlink-5472 ,Failure
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5473                ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5474                ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5475                ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5477                ,Failure
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5478                ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5479                ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5480                ,Success
2023-04-27,Falcon 9,Cape Canaveral,LEO,300.0,Starlink-5482,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5483                ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5484                ,Failure
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5487                ,Failure
2023-03-29,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5489                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5491                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5492                ,Failure
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5493                ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5494                ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5495                ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5497                ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5498                ,Failure
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5499                ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5500                ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5501                ,Failure
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5502                ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5506                ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5507                ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5508                ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5510                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5531                ,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5532                ,Success
2023-04-27,Falcon 9,Cape Canaveral,LEO,300.0,Starlink-5533,Success
2023-04-27,Falcon 9,Cape Canaveral,LEO,300.0,Starlink-5535,Success
2023-04-27,Falcon 9,Cape Canaveral,LEO,300.0,Starlink-5538,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5539                ,Failure
2023-04-27,Falcon 9,Cape Canaveral,LEO,300.0,Starlink-5540,Success
2023-04-27,Falcon 9,Cape Canaveral,LEO,300.0,Starlink-5543,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5544                ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5546                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5547                ,Success
2023-04-27,Falcon 9,Cape Canaveral,LEO,300.0,Starlink-5548,Success
2023-04-27,Falcon 9,Cape Canaveral,LEO,300.0,Starlink-5549,Success
2023-04-27,Falcon 9,Cape Canaveral,LEO,300.0,Starlink-5550,Success
2023-04-27,Falcon 9,Cape Canaveral,LEO,300.0,Starlink-5551,Success
2023-04-27,Falcon 9,Cape Canaveral,LEO,300.0,Starlink-5552,Success
2023-04-27,Falcon 9,Cape Canaveral,LEO,300.0,Starlink-5553,Success
2023-04-27,Falcon 9,Cape Canaveral,LEO,300.0,Starlink-5554,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5555                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5556                ,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5557                ,Success
2023-02-17,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5558                ,Success
2023-04-27,Falcon 9,Cape Canaveral,LEO,300.0,Starlink-5559,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5560                ,Success
2023-04-27,Falcon 9,Cape Canaveral,LEO,300.0,Starlink-5561,Success
2023-04-27,Falcon 9,Cape Canaveral,LEO,300.0,Starlink-5562,Success
2023-03-29,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5563                ,Success
2023-03-29,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5564                ,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5565,Success
2023-03-29,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5566                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5567                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5568                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5569                ,Success
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5570                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5571                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5572                ,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5573                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5574                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5575                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5576                ,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5577                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5578                ,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5579                ,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5580                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5581                ,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5583                ,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5584                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5586                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5588                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5590                ,Failure
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5591                ,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5592,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5593                ,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5594,Failure
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5595                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5596                ,Success
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5597                ,Success
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5598                ,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5599                ,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5601                ,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5602                ,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5603                ,Failure
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5604                ,Success
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5605                ,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5606                ,Failure
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5607                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5608                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5609                ,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5611                ,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5612                ,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5613                ,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5614                ,Success
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5615                ,Success
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5616                ,Failure
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5617                ,Success
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5618                ,Success
2023-03-03,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5619                ,Success
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5620                ,Success
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5621                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5622                ,Success
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5623                ,Success
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5624                ,Failure
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5625                ,Failure
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5626                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5627                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5628                ,Success
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5629                ,Success
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5630                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5631                ,Success
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5632                ,Success
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5633                ,Success
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5634                ,Failure
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5635                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5636                ,Success
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5637                ,Success
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5638                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5639                ,Success
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5640                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5641                ,Success
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5642                ,Success
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5643                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5644                ,Success
2023-01-31,Falcon 9,Vandenberg AFB,LEO,290.0,Starlink-5645                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5646                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5647                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5648                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5649                ,Failure
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5650                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5651                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5652                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5653                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5654                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5655                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5656                ,Failure
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5657                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5658                ,Failure
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5659                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5660                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5661                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5662                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5663                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5664                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5665                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5666                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5667                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5668                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5669                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5670                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5671                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5672                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5673                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5674                ,Success
2023-01-26,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5675                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5676                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5677                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5679                ,Failure
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5680                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5681                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5682                ,Failure
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5683                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5684                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5685                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5686                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5687                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5688                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5689                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5690                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5691                ,Failure
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5692                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5693                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5694                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5695                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5696                ,Success
2023-02-12,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5697                ,Success
2023-02-12,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5698                 ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5699                ,Success
2023-02-12,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5700                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5701                ,Success
2023-02-12,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5702                ,Success
2023-02-12,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5703                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5704                ,Failure
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5705                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5706                ,Success
2023-02-02,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5708                ,Success
2023-02-12,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5709                ,Success
2023-02-12,Falcon 9,Cape Canaveral,LEO,290.0,Starlink-5710                ,Success
